Training Size,Accuracy,Precision,Recall,F1 Score
0.8,0.8613884926295768,0.784354091610911,0.6710700132100397,0.7233032747982914
0.7,0.858931684894595,0.7737969792764313,0.6597783767595088,0.712253475590042
0.6,0.8531771978838495,0.7619047619047619,0.6431797651309846,0.6975263286798923
0.5,0.8457368396024537,0.7470834250495267,0.6183275642193478,0.6766347687400319
0.4,0.8385971864473944,0.7420156817747179,0.5875227135069655,0.655793120932984
