Training Size,Accuracy,Precision,Recall,F1 Score
0.8,0.8058725630052306,0.7863554757630161,0.3857331571994716,0.5175775480059084
0.7,0.8054366777619274,0.7731767614338689,0.3746630727762803,0.5047407706273956
0.6,0.8013433989181478,0.7666994106090373,0.3525293586269196,0.48298267326732675
0.5,0.8011793237909554,0.7660699755899105,0.34304973583530696,0.4738895180571285
0.4,0.7954032098276204,0.7687430063409175,0.31208358570563294,0.44394184168012923
