Training Size,Accuracy,Precision,Recall,F1 Score
0.8,0.8590109367570138,0.7689638076351016,0.6829590488771466,0.7234141791044776
0.7,0.8530670470756063,0.7499158532480646,0.6672656483977238,0.7061806656101426
0.6,0.8471140700231825,0.740290005178664,0.6456639566395664,0.6897466827503016
0.5,0.838128299015645,0.7279685108244041,0.6064856986700674,0.661697475650964
0.4,0.8305528036457301,0.7261072261072261,0.5660205935796487,0.636147038801906
